"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00362942","1948-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","8.4","1,0","16",",0","10",",0","0",",0","","","","","0",",0","1",",0","0","1,0","14","1,0","0","1,0","","","","","0.0",",0,20,","","","","","20.6",",,0,05,","30.0","1,0,12,","","","","","148.0","1,0","","","93.2",",,,0","","","13.65","1,0","21.21","1,,,0","6.10",",,,0","",""
"USC00362942","1948-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","51.1",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","","","3.3",",0,06,","0",",,0,30,+","0",",,0,30,+","39.9",",,0,19,","32.2",",0,24,","","","","","34.4",",0","","","140.8",",,,0","0",",,,0","18.89",",0","26.37",",,,0","11.41",",,,0","",""
"USC00362942","1948-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","99.1",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","8.9",",0,25,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,23,","32.2",",0,05,","","","6.4","0","6.4",",0","","","140.8",",,,0","0",",,,0","21.32",",0","28.23",",,,0","14.42",",,,0","",""
"USC00362942","1948-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","70.1",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","","","7.8",",0,08,+","0",",,0,31,+","0",",,0,31,+","39.4",",,0,12,","36.1",",0,28,","","","22.5","0","16.1",",0","","","103.5",",,,0","0",",,,0","20.08",",0","27.64",",,,0","12.52",",,,0","",""
"USC00362942","1948-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","39.2",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","","","","","1.7",",0,23,","0",",,0,30,+","0",",,0,30,+","9.1",",,0,22,","32.2",",0,14,","","","103.7","0","81.2",",0","","","23.4",",,,0","0",",,,0","16.93",",0","24.97",",,,0","8.89",",,,0","",""
"USC00362942","1948-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0","1,0","13","1,0","5","1,0","1","1,0","0",",0","0",",0","0",",0","14",",0","0","1,0","6","1,0","0","1,0","","","","","-5.0",",0,19,","0",",,0,31,+","0",",,0,31,+","26.2","1,,0,18,","25.0","1,0,17,","","","374.6","0","270.9","1,0","","","73.6","1,,,0","0",",,,0","9.23","1,0","15.83","1,,,0","2.63",",,,0","",""
"USC00362942","1948-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0",",0","16",",0","10",",0","0",",0","1",",0","1",",0","0",",0","21",",0","0",",0","1",",0","0",",0","","","","","-5.6",",0,26,+","25",",,0,29,","25",",,0,29,","18.5",",,0,29,","25.6",",0,06,","","","737.4","0","362.8",",0","","","91.8",",,,0","25",",,,0","6.24",",0","12.78",",,,0","-0.30",",,,0","",""
"USC00362942","1948-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0",",0","11",",0","8",",0","0",",0","4",",0","4",",0","0",",0","29",",0","7",",0","0",",0","0",",0","","","","","-16.7",",0,27,+","102",",,0,20,","64",",,0,21,+","21.3",",,0,16,","13.9",",0,14,","","","1318.2","0","580.8",",0","","","84.3",",,,0","178",",,,0","-0.40",",0","5.10",",,,0","-5.90",",,,0","",""
"USC00362942","1949-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0","2,0","14",",0","10",",0","0",",0","1","2,0","1","2,0","0","2,0","22","2,0","4",",0","0",",0","0",",0","","","","","-15.6","2,0,30,","76","2,,0,31,","76","2,,0,31,","20.3",",,0,24,","16.7",",0,19,+","","","1793.2","0","475.0",",0","","","110.3",",,,0","76","2,,,0","1.87","2,0","7.06",",,,0","-3.33","2,,,0","",""
"USC00362942","1949-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","12",",0","9",",0","0",",0","4",",0","1",",0","1",",0","26",",0","3",",0","0",",0","0",",0","","","","","-18.3",",0,03,","76",",,0,03,+","25",",,0,11,","17.8",",,0,20,","18.9",",0,15,","","","2269.7","0","476.5",",0","","","76.9",",,,0","38",",,,0","1.31",",0","8.38",",,,0","-5.75",",,,0","",""
"USC00362942","1949-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","13","2,0","5","2,0","0","2,0","7",",0","3",",0","0",",0","23",",0","7",",0","6",",0","0",",0","","","","","-12.8",",0,20,","102",",,0,17,","152",",,0,17,","16.8","2,,0,27,","25.0",",0,28,","","","2762.0","0","492.3",",0","","","63.3",",a,,0","297",",a,,0","2.45",",0","9.04",",,,0","-4.14",",,,0","",""
"USC00362942","1949-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","17",",0","9",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","6",",0","0",",0","","","","","-6.1",",0,10,","0",",,0,30,+","0",",T,0,16,","18.8",",,0,06,","25.0",",0,27,","","","3084.6","0","322.6",",0","","","93.6",",,,0","0",",T,,0","7.58",",0","15.09",",,,0","0.07",",,,0","",""
"USC00362942","1949-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","15.0","0","15.0","1,0","13",",0","7",",0","1",",0","","","","","0",",0","4",",0","0","1,0","20","1,0","0","1,0","","","","","-1.1",",0,29,","","","","","26.7",",,0,20,","31.7","1,0,07,+","","","3201.8","0","117.2","1,0","","","75.3",",,,0","","","14.97","1,0","23.45","1,,,0","6.49",",,,0","",""
"USC00362942","1949-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","113.1","0","98.1",",0","9",",0","6",",0","0",",0","","","","","0",",0","1",",0","0",",0","29",",0","3",",0","","","","","0.0",",0,08,","","","","","16.8",",,0,18,","32.8",",0,25,","","","3223.4","0","21.6",",0","","","54.8",",,,0","","","20.88",",0","28.59",",,,0","13.17",",,,0","",""
"USC00362942","1949-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","272.3","0","159.2",",0","9","2,0","7","2,0","0","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","10.0",",0,25,","0",",,0,31,+","0",",,0,31,+","20.3","2,,0,18,","36.7",",0,06,","","","0.3","0","0.3",",0","","","103.7",",a,,0","0",",,,0","23.46",",0","30.44",",,,0","16.47",",,,0","",""
"USC00362942","1949-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","349.2","0","76.9","2,0","6",",0","3",",0","1",",0","0","1,0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","4","1,0","","","","","4.4","1,0,20,","0","1,,0,31,+","0",",,0,31,+","29.0",",,0,29,","34.4","1,0,12,","","","9.8","0","9.5","1,0","","","42.1",",,,0","0",",,,0","20.68","2,0","28.63","1,,,0","12.73","1,,,0","",""
"USC00362942","1949-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","355.9","0","6.7",",0","10",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","0.6",",0,25,","","","","","16.3",",,0,22,","28.9",",0,06,","","","143.7","0","133.9",",0","","","62.9",",,,0","","","14.09",",0","21.98",",,,0","6.20",",,,0","",""
"USC00362942","1949-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","367.0","0","11.1",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","17",",0","0",",0","","","","","-5.6",",0,27,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,31,","31.1",",0,11,","","","314.9","0","171.2",",0","","","44.5",",,,0","0",",,,0","13.17",",0","21.31",",,,0","5.03",",,,0","",""
"USC00362942","1949-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","367.0","0","0.0",",0","13",",0","6",",0","1",",0","3","1,0","2",",0","0",",0","22",",0","1",",0","1",",0","0",",0","","","","","-6.7",",0,27,+","51","1,,0,27,","38",",,0,27,","25.4",",,0,23,","23.9",",0,13,","","","734.9","0","420.0",",0","","","69.9",",,,0","100",",,,0","4.33",",0","10.04",",,,0","-1.37",",,,0","",""
"USC00362942","1949-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","367.0","0","0.0",",0","12",",0","10",",0","0",",0","3",",0","1",",0","0",",0","27",",0","5",",0","0",",0","0",",0","","","","","-15.6",",0,16,","51",",,0,03,+","51",",,0,02,","22.1",",,0,13,","19.4",",0,23,","","","1289.5","0","554.6",",0","","","77.7",",,,0","64",",,,0","0.44",",0","6.55",",,,0","-5.66",",,,0","",""
"USC00362942","1950-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","19",",0","15",",0","0",",0","0",",0","0",",0","0",",0","21",",0","4",",0","1",",0","0",",0","","","","","-11.1",",0,20,","0",",T,0,31,+","8",",,0,21,","20.6",",,0,10,","24.4",",0,26,","","","1760.0","0","470.5",",0","","","150.6",",,,0","8",",,,0","3.16",",0","9.52",",,,0","-3.20",",,,0","",""
"USC00362942","1950-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","16","2,0","7","2,0","0","2,0","1",",0","1",",0","0",",0","25",",0","5",",0","0",",0","0",",0","1","","","","-15.0",",0,21,+","25",",,0,01,","25",",,0,01,","18.3","2,,0,15,","11.1",",0,10,","","","2314.9","0","554.9",",0","","","82.7",",a,,0","80",",,,0","-1.48",",0","3.69",",,,0","-6.66",",,,0","",""
"USC00362942","1950-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","14",",0","9",",0","0",",0","5","2,0","3","1,0","0",",0","26",",0","5",",0","1",",0","0",",0","","","","","-16.7",",0,04,","51","2,,0,04,+","51","1,,0,02,","17.8",",,0,27,","27.8",",0,28,","","","2880.2","0","565.3",",0","","","102.4",",,,0","117","1,,,0","0.10",",0","6.12",",,,0","-5.92",",,,0","",""
"USC00362942","1950-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","16",",0","1",",0","4",",0","0",",0","","","","","-11.1",",0,14,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,24,","25.6",",0,05,","","","3239.8","0","359.6",",0","","","57.5",",,,0","0",",,,0","6.35",",0","13.33",",,,0","-0.64",",,,0","",""
"USC00362942","1950-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","6.4","0","6.4",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","","","","","-2.8",",0,08,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,05,","29.4",",0,06,+","","","3373.8","0","134.0",",0","","","100.6",",,,0","0",",,,0","14.21",",0","21.94",",,,0","6.49",",,,0","",""
"USC00362942","1950-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","46.9","0","40.5",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","","","","","2.8",",0,18,","0",",,0,30,+","0",",,0,30,+","45.2",",,0,25,","32.2",",0,27,","","","3416.4","0","42.6",",0","","","120.9",",,,0","0",",,,0","18.27",",0","25.62",",,,0","10.91",",,,0","",""
"USC00362942","1950-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","91.7","0","44.8",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","7.8",",0,01,","0",",,0,31,+","0",",,0,31,+","47.5",",,0,06,","31.7",",0,31,","","","8.9","0","8.9",",0","","","116.2",",,,0","0",",,,0","19.49",",0","26.49",",,,0","12.49",",,,0","",""
"USC00362942","1950-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","151.9","0","60.2",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","5.0",",0,21,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,19,","32.2",",0,18,","","","38.3","0","29.4",",0","","","68.8",",,,0","0",",,,0","19.33",",0","26.76",",,,0","11.89",",,,0","",""
"USC00362942","1950-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","176.4","0","24.5",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","0.6",",0,24,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,14,","28.9",",0,12,+","","","135.5","0","97.2",",0","","","80.4",",,,0","0",",,,0","15.91",",0","22.50",",,,0","9.32",",,,0","",""
"USC00362942","1950-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","176.4","0","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","0",",0","","","","","-4.4",",0,27,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,10,","27.2",",0,19,","","","338.1","0","202.6",",0","","","51.0",",,,0","0",",,,0","11.80",",0","19.56",",,,0","4.03",",,,0","",""
"USC00362942","1950-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","178.9","0","2.5","1,0","17",",0","10",",0","3",",0","6",",0","","","0","1,0","20","1,0","6",",0","2",",0","0",",0","","","","","-15.0","1,0,28,","610",",,0,28,","","","51.1",",,0,25,","26.7",",0,02,","","","791.8","0","453.7",",0","","","181.4",",,,0","","","3.07","1,0","8.74",",,,0","-2.60","1,,,0","",""
"USC00362942","1950-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","178.9","0","0.0",",0","14",",0","8",",0","0",",0","","","","","3",",0","31",",0","12",",0","0",",0","0",",0","","","","","-27.2",",0,28,","","","","","12.7",",,0,08,","16.7",",0,04,","","","1487.3","0","695.5",",0","","","51.1",",,,0","","","-4.10",",0","1.19",",,,0","-9.39",",,,0","",""
"USC00362942","1951-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","16",",0","9",",0","0",",0","13",",0","","","0",",0","29",",0","12",",0","0",",0","0",",0","","","","","-15.0",",0,09,","203",",,0,10,+","","","24.4",",,0,15,","20.0",",0,21,","","","2113.6","0","626.3",",0","","","97.0",",,,0","","","-1.87",",0","3.32",",,,0","-7.06",",,,0","",""
"USC00362942","1951-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","13",",0","10",",0","1",",0","5","2,0","0","3,0","4",",0","24",",0","6",",0","0",",0","0",",0","","","","","-19.4",",0,09,","25","2,,0,10,+","0","3,,0,28,+","30.5",",,0,01,","20.6",",0,27,","","","2656.2","0","542.6",",0","","","93.8",",,,0","0","3,,,0","-1.05",",0","4.46",",,,0","-6.55",",,,0","",""
"USC00362942","1951-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","13",",0","8",",0","1",",0","1",",0","2",",0","0",",0","25",",0","0",",0","0",",0","0",",0","","","","","-10.6",",0,26,+","25",",,0,22,","76",",,0,22,","27.4",",,0,04,","20.0",",0,07,","","","3144.4","0","488.2",",0","","","98.3",",,,0","132",",,,0","2.58",",0","8.46",",,,0","-3.30",",,,0","",""
"USC00362942","1951-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","2.8","0","2.8",",0","18",",0","12",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","6",",0","0",",0","","","","","-5.6",",0,20,","0",",,0,30,+","0",",T,0,17,+","28.2",",,0,23,","27.8",",0,30,","","","3461.8","0","317.4",",0","","","114.2",",,,0","0",",T,,0","7.85",",0","14.26",",,,0","1.43",",,,0","",""
"USC00362942","1951-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","8.9","0","6.1",",0","13",",0","11",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","","","","","-0.6",",0,14,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,23,","30.0",",0,18,","","","3575.1","0","113.3",",0","","","91.3",",,,0","0",",,,0","14.88",",0","22.46",",,,0","7.29",",,,0","",""
"USC00362942","1951-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","68.2","0","59.3",",0","10",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","6.1",",0,07,","0",",,0,30,+","0",",,0,30,+","59.7",",,0,10,","32.2",",0,04,","","","3595.7","0","20.6",",0","","","176.1",",,,0","0",",,,0","19.62",",0","26.50",",,,0","12.75",",,,0","",""
"USC00362942","1951-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","162.7","0","94.5",",0","9",",0","6",",0","2",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","7.2",",0,21,+","0","1,,0,31,+","0",",,0,31,+","62.2",",,0,23,","31.7",",0,31,","","","8.1","0","8.1",",0","","","140.3",",,,0","0",",,,0","21.12",",0","28.19",",,,0","14.05",",,,0","",""
"USC00362942","1951-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","234.8","0","72.1",",0","7",",0","2",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","","","5.0",",0,24,+","0","1,,0,31,+","0",",,0,31,+","4.1",",,0,04,","32.8",",0,31,","","","28.7","0","20.6",",0","","","10.7",",,,0","0",",,,0","19.99",",0","27.80",",,,0","12.19",",,,0","",""
"USC00362942","1951-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","254.8","0","20.0",",0","10",",0","7",",0","1",",0","0","1,0","0",",0","0",",0","1",",0","0",",0","24",",0","1",",0","","","","","0.0",",0,30,","0","1,,0,30,+","0",",,0,30,+","28.4",",,0,14,","33.9",",0,01,","","","120.6","0","91.9",",0","","","85.3",",,,0","0",",,,0","15.94",",0","24.21",",,,0","7.67",",,,0","",""
"USC00362942","1951-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","259.3","0","4.5",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","15",",0","0",",0","","","","","-2.8",",0,20,+","0",",,0,31,+","0",",,0,31,+","13.2",",,0,28,","31.1",",0,06,","","","326.4","0","205.8",",0","","","32.2",",,,0","0",",,,0","11.84",",0","20.23",",,,0","3.44",",,,0","",""
"USC00362942","1951-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","259.3","0","0.0",",0","16",",0","9",",0","0",",0","6",",0","1",",0","0",",0","25",",0","4",",0","0",",0","0",",0","","","","","-14.4",",0,21,","76",",,0,03,","102",",,0,03,","15.2",",,0,26,+","20.0",",0,14,","","","840.0","0","513.6",",0","","","102.0",",,,0","136",",,,0","1.21",",0","6.80",",,,0","-4.37",",,,0","",""
"USC00362942","1951-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","259.3","0","0.0",",0","18",",0","12",",0","0",",0","18",",0","5",",0","3",",0","27",",0","10",",0","0",",0","0",",0","","","","","-26.1",",0,18,+","203",",,0,20,+","89",",,0,15,","17.8",",,0,15,","19.4",",0,08,+","","","1444.4","0","604.4",",0","","","94.9",",,,0","288",",,,0","-1.16",",0","5.16",",,,0","-7.49",",,,0","",""
"USC00362942","1952-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","16",",0","10",",0","1",",0","4",",0","0",",0","0",",0","27",",0","8",",0","0",",0","0",",0","","","","","-15.6",",0,30,","25",",,0,25,+","8",",,0,20,+","48.3",",,0,27,","18.3",",0,02,+","","","2006.7","0","562.3",",0","","","137.3",",,,0","22",",,,0","0.20",",0","5.52",",,,0","-5.13",",,,0","",""
"USC00362942","1952-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","13",",0","6",",0","0",",0","1",",0","1",",0","0",",0","27",",0","1",",0","0",",0","0",",0","","","","","-13.3",",0,16,","25",",,0,17,","51",",,0,17,","17.0",",,0,05,","13.3",",0,09,","","","2536.2","0","529.5",",0","","","62.1",",,,0","72",",,,0","0.07",",0","5.57",",,,0","-5.42",",,,0","",""
"USC00362942","1952-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0","1,0","13",",0","9",",0","0",",0","4",",0","2",",0","0","1,0","24","1,0","3","1,0","1","1,0","0","1,0","","","","","-10.0","1,0,02,","152",",,0,01,","152",",,0,01,","23.1",",,0,19,","21.1","1,0,22,","","","3027.7","0","491.5","1,0","","","89.2",",,,0","219",",,,0","1.95","1,0","7.64","1,,,0","-3.74","1,,,0","",""
"USC00362942","1952-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","1.4","0","1.4","1,0","13",",0","9",",0","0",",0","0",",0","1",",0","0",",0","13",",0","0","1,0","9","1,0","0","1,0","","","","","-3.9",",0,09,+","0",",,0,30,+","38",",,0,07,","21.6",",,0,14,","29.4","1,0,23,","","","3299.8","0","272.1","1,0","","","80.5",",,,0","38",",,,0","9.03","1,0","15.85","1,,,0","2.20",",,,0","",""
"USC00362942","1952-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","1.4","0","0.0",",0","18",",0","12",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","","","","","-2.2",",0,03,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,25,","26.7",",0,29,","","","3464.9","0","165.1",",0","","","157.3",",,,0","0",",,,0","13.01",",0","19.84",",,,0","6.18",",,,0","",""
"USC00362942","1952-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","93.3","0","91.9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","","","","","5.0",",0,20,+","0",",,0,30,+","0",",,0,30,+","21.6",",,0,30,","36.1",",0,27,","","","3491.9","0","27.0",",0","","","47.5",",,,0","0",",,,0","20.50",",0","28.24",",,,0","12.76",",,,0","",""
"USC00362942","1952-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","240.7","0","147.4",",0","9","1,0","5","1,0","0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","7.2",",0,11,","0",",,0,31,+","0",",,0,31,+","23.4","1,,0,29,","35.6",",0,24,","","","5.0","0","5.0",",0","","","49.0","1,,,0","0",",,,0","22.93",",0","30.62",",,,0","15.23",",,,0","",""
"USC00362942","1952-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","324.6","0","83.9",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","3.3",",0,26,","0",",,0,31,+","0",",,0,31,+","37.1",",,0,16,","32.8",",0,16,","","","23.4","0","18.4",",0","","","78.3",",,,0","0",",,,0","20.45",",0","28.15",",,,0","12.75",",,,0","",""
"USC00362942","1952-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","358.5","0","33.9",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","5",",0","","","","","1.7",",0,27,","0",",,0,30,+","0",",,0,30,+","17.8",",,0,19,","35.0",",0,14,+","","","102.4","0","79.0",",0","","","48.3",",,,0","0",",,,0","16.83",",0","25.74",",,,0","7.92",",,,0","",""
"USC00362942","1952-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","358.5","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","5",",0","0",",0","","","","","-8.9",",0,21,","0",",,0,31,+","0",",T,0,30,+","11.9",",,0,06,","29.4",",0,02,","","","432.6","0","330.2",",0","","","32.7",",,,0","0",",T,,0","7.68",",0","15.30",",,,0","0.07",",,,0","",""
"USC00362942","1952-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","358.5","0","0.0",",0","12",",0","6",",0","0",",0","1",",0","1",",0","0",",0","17",",0","2",",0","1",",0","0",",0","","","","","-12.2",",0,29,","25",",,0,30,","25",",,0,30,","22.9",",,0,22,","22.2",",0,18,","","","816.4","0","383.8",",0","","","66.8",",,,0","25",",,,0","5.54",",0","11.77",",,,0","-0.69",",,,0","",""
